"Date","Open","High","Low","Close","Volume"
#2018-01-01#,37.82,38.03,37.65,37.74,4652483
#2018-01-02#,38.17,38.36,37.92,38.06,6997345
#2018-01-03#,37.99,39.28,37.9,39.22,9134423
#2018-01-04#,39.42,39.7729,38.47,38.57,8958597
#2018-01-05#,38.85,39.835,38.81,39.69,7290369
#2018-01-08#,39.55,40.08,39.44,39.8,9714170
#2018-01-09#,40.1,40.13,39.48,39.53,6215872
#2018-01-10#,38.87,39.02,37.55,37.7,17416485
#2018-01-11#,37.84,37.94,37.46,37.81,11090524
#2018-01-12#,38,38.27,37.9,38.02,11992898
#2018-01-15#,38,38.27,37.9,38.02,11992898
#2018-01-16#,38.07,38.25,37.38,37.68,10718774
#2018-01-17#,38,38.31,37.75,37.99,12245735
#2018-01-18#,38.21,38.94,38.13,38.74,11113527
#2018-01-19#,38.75,39.02,38.2,38.43,12723975
#2018-01-22#,38.36,39.73,38.33,39.58,10714952
#2018-01-23#,39.59,39.89,39.13,39.77,6944764
#2018-01-24#,39.97,40.71,39.69,39.82,10735965
#2018-01-25#,39.93,40.41,39.86,40.02,9070904
#2018-01-26#,40.31,40.91,39.92,40.89,8522642
#2018-01-29#,40.59,41.07,40.57,40.8,6372823
#2018-01-30#,40.72,41.34,40.19,40.4,9022858
#2018-01-31#,40.48,41.1,40.36,40.58,14509719
#2018-02-01#,45.5,46.99,45.21,46.19,33290622
#2018-02-02#,45.16,46.24,44.23,44.3,19255592
#2018-02-05#,44.02,44.45,42.24,42.37,19100247
#2018-02-06#,41.72,43.1,41.72,42.79,18686071
#2018-02-07#,42.67,43.12,42.23,42.33,11379218
#2018-02-08#,42.5,42.95,41.01,41.02,14996811
#2018-02-09#,41.5,41.98,40.43,41.66,15976151
#2018-02-12#,41.95,42.64,41.64,42.32,11821421
#2018-02-13#,41.99,42.78,41.9,42.15,10415620
#2018-02-14#,41.83,42.67,41.75,42.44,9930132
#2018-02-15#,42.68,43.255,42.23,43.01,10402824
#2018-02-16#,43.16,43.64,42.91,43.34,9396171
#2018-02-19#,43.16,43.64,42.91,43.34,9396171
#2018-02-20#,43.11,43.79,43.01,43.39,10946998
#2018-02-21#,43.52,43.7,43.06,43.12,10393294
#2018-02-22#,43.16,43.51,42.62,42.83,10575179
#2018-02-23#,43.27,43.785,42.815,43.68,11158729
#2018-02-26#,43.8,44.36,43.65,43.83,6402489
#2018-02-27#,43.82,43.95,43.13,43.15,9243815
#2018-02-28#,43.22,43.42,42.85,42.86,8825210
#2018-03-01#,43.01,43.11,42.05,42.27,8040493
#2018-03-02#,42.6,43.06,42.22,42.95,8070221
#2018-03-05#,42.79,43.545,42.62,43.19,5506131
#2018-03-06#,43.54,43.54,42.96,43.14,5324822
#2018-03-07#,42.97,44.0244,42.8,43.93,8126490
#2018-03-08#,44.16,44.3,43.41,43.68,9297793
#2018-03-09#,43.76,43.85,43.34,43.81,7800609
#2018-03-12#,44.03,44.035,43.43,43.9,9189391
#2018-03-13#,44.14,44.22,42.685,42.82,9934861
#2018-03-14#,42.97,43.14,42.65,42.83,11663252
#2018-03-15#,42.82,42.83,42.16,42.59,7598584
#2018-03-16#,42.62,42.74,42.38,42.46,14194922
#2018-03-19#,42.23,42.76,41.72,42.09,9409974
#2018-03-20#,42.08,42.19,41.71,41.96,8000819
#2018-03-21#,41.87,42.13,41.47,41.67,7658117
#2018-03-22#,41.24,41.55,40.56,40.58,10974102
#2018-03-23#,40.57,40.94,39.7,39.71,9244845
#2018-03-26#,40.3,41.06,39.585,41.01,9796936
#2018-03-27#,41.15,41.17,39.98,40.22,11795632
#2018-03-28#,40.13,40.815,39.64,40.11,14336456
#2018-03-29#,40.44,40.83,39.99,40.24,13438323
#2018-03-30#,40.44,40.83,39.99,40.24,13438323
#2018-04-02#,40.04,40.3393,38.9,39.36,7721403
#2018-04-03#,39.47,39.895,39.22,39.61,9671723
#2018-04-04#,39.1,39.91,39,39.79,10205773
#2018-04-05#,40.11,40.31,39.61,40.03,6190805
#2018-04-06#,39.66,39.935,39,39.09,6019663
#2018-04-09#,39.21,39.55,38.82,38.88,7607474
#2018-04-10#,39.3,39.82,39.14,39.59,7617317
#2018-04-11#,40.41,41.09,39.511,39.83,17644406
#2018-04-12#,40.27,40.89,39.9515,40.53,14002474
#2018-04-13#,41.06,41.09,39.8,39.9,7340861
#2018-04-16#,40.22,40.66,39.81,40.19,6629224
#2018-04-17#,40.39,40.8,40.13,40.61,9474509
#2018-04-18#,42.85,42.9,41.145,41.75,19386289
#2018-04-19#,41.53,42.245,41.51,42.11,9700716
#2018-04-20#,42.28,43,42.06,42.2,13731605
#2018-04-23#,42.35,42.5,41.49,41.6,8673103
#2018-04-24#,41.85,42.18,40.81,41.18,7316938
#2018-04-25#,41.11,41.28,40.245,40.97,11161166
#2018-04-26#,38.84,39.07,38.09,38.68,21446653
#2018-04-27#,38.68,38.8862,37.99,38.23,15960098
#2018-04-30#,38.29,38.6199,37.65,37.88,10620362
#2018-05-01#,37.75,37.92,37.42,37.83,7301878
#2018-05-02#,37.83,37.99,37.08,37.18,11027808
#2018-05-03#,37,37.755,36.81,37.64,8942680
#2018-05-04#,37.33,38.19,37.21,38,6359290
#2018-05-07#,38.08,38.25,37.61,37.8,6773684
#2018-05-08#,37.73,38.14,37.4825,38.1,8953040
#2018-05-09#,38.3,38.84,38.18,38.23,9597472
#2018-05-10#,38.39,38.56,38.09,38.5,7215519
